场站名称,省份,市区,区/县,详细地址,负责人,设备MAC地址,设备ICCID,设备场站序号,vpnIP,产品型号
镇宁县城市生活垃圾卫生填埋场重卡充电站,贵州省,安顺市,镇宁布依族苗族自治县,城市生活垃圾卫生填埋场,杜天天,de:35:e7:59:4d:01," 898608331924D0857444",5号桩,168.55.5.243,320kw
镇宁县城市生活垃圾卫生填埋场重卡充电站,贵州省,安顺市,镇宁布依族苗族自治县,城市生活垃圾卫生填埋场,杜天天,1e:46:95:6c:97:03," 89860440192390022590",4号桩,168.55.6.6,320kw
镇宁县城市生活垃圾卫生填埋场重卡充电站,贵州省,安顺市,镇宁布依族苗族自治县,城市生活垃圾卫生填埋场,杜天天,82:a8:24:67:59:61," 898604F7192392293403",3号桩,168.55.2.246,320kw
镇宁县城市生活垃圾卫生填埋场重卡充电站,贵州省,安顺市,镇宁布依族苗族自治县,城市生活垃圾卫生填埋场,杜天天,be:78:fe:9c:58:e4," 89860440192390022589",1号桩,168.55.6.9,320kw
闸口镇领充充电站,广西壮族自治区,北海市,合浦县,闸口镇,蓝汝唯,f2:64:4f:e3:3e:9b," 89860440192390022640",1号桩,168.55.4.174,160kw/1-4
河南省漯河市郾城区智源快速充电站,河南省,漯河市,郾城区,智源快速充电站,姬铭阳,fe:6f:2c:6c:80:2e," 898608331924D0857524",1号桩,168.55.6.21,160kw/1-4
河南省漯河市郾城区智源快速充电站,河南省,漯河市,郾城区,智源快速充电站,姬铭阳,8e:c2:e0:fe:00:de," 89860440192390023493",2号桩,168.55.3.120,160kw/1-4
陕西省商洛市恒易达新能源充电站,陕西省,商洛市,镇安县,兴隆路59号,赵友鑫,b6:8b:38:c0:1c:06," 898604F7192392295841",1号桩,168.55.2.14,160kw
陕西省商洛市恒易达新能源充电站,陕西省,商洛市,镇安县,兴隆路59号,赵友鑫,4a:16:77:87:76:79," 898604F7192392295892",2号桩,168.55.0.122,120kw
陕西省商洛市恒易达新能源充电站,陕西省,商洛市,镇安县,兴隆路59号,赵友鑫,7a:d7:1c:a1:79:19," 898604F7192392293774",3号桩,168.55.3.76,120kw
加贝物流铜仁翔杰建材充电站,贵州省,铜仁市,碧江区,S71铜怀高速出口贵州翔杰建材有限公司,杜天天,7a:f1:ff:ce:6a:d5," 898607B11924C0333585",1号桩,168.55.2.221,320kw
大冶湖充电站,湖北省,黄石市,大冶市,园博大道,何东山,b6:4b:a3:03:f3:e3," 898608331924D0854512",1号桩,168.55.2.80,160kw/1-4
海口宝龙城充电站,海南省,海口市,琼山区,海口市西秀镇长影大道宝龙世家F区,符焕相,1e:4d:98:ce:96:d8," 898608331924D0854391",2号桩,168.55.0.192,160kw/1-4
海口宝龙城充电站,海南省,海口市,琼山区,海口市西秀镇长影大道宝龙世家F区,符焕相,72:57:71:ac:7e:5b," 898608331924D0854054",1号桩,168.55.0.47,160kw/1-4
交投建设有限公司充电站,甘肃省,武威市,民勤县,交投建设有限公司,,ae:6d:2d:50:2d:aa," 898608331924D0854959",1号桩,168.55.0.184,400kw
交投建设有限公司充电站,甘肃省,武威市,民勤县,交投建设有限公司,,02:51:e0:4d:78:1f," 898607B11924C0333654",2号桩,168.55.0.109,400kw
交投建设有限公司充电站,甘肃省,武威市,民勤县,交投建设有限公司,,a2:33:20:2f:a4:bf," 898607B11924C0337880",3号桩,168.55.4.130,400kw
山东省青岛市西海岸新区董家口优能重卡充电站,山东省,青岛市,黄岛区,山东省青岛市黄岛区泊里镇董家口木材市场,王祥宇,f6:9e:2d:85:cd:87," 898604F7192392293713",1号桩,168.55.0.212,320kw
山东省青岛市西海岸新区董家口优能重卡充电站,山东省,青岛市,黄岛区,山东省青岛市黄岛区泊里镇董家口木材市场,王祥宇,ca:59:91:01:cd:6f," 898608331924D0854886",2号桩,168.55.3.67,320kw
山东省青岛市西海岸新区董家口优能重卡充电站,山东省,青岛市,黄岛区,山东省青岛市黄岛区泊里镇董家口木材市场,王祥宇,b2:ab:ce:44:9d:b6," 898604F7192392295914",3号桩,168.55.2.207,320kw
山东省青岛市西海岸新区董家口优能重卡充电站,山东省,青岛市,黄岛区,山东省青岛市黄岛区泊里镇董家口木材市场,王祥宇,a2:7a:8a:af:3f:c0," 898604F7192392293714",4号桩,168.55.3.133,320kw
零碳充电站｜肥东护城站,安徽省,合肥市,肥东县,党群服务中心,周超,4e:d9:1f:96:6a:00," 898608331924D0853991",1号桩,168.55.1.100,160kw/1-4
志运永吉公牛充电站,广西壮族自治区,南宁市,兴宁区,三塘镇昆仑大道114号,蓝汝唯,a6:72:f8:1f:9e:f0," 898607B11924C0334079",1号桩,168.55.2.2,160kw/1-4
河北省邢台市宁晋县公牛充电桩双艺快充站,河北省,邢台市,宁晋县,河北省邢台市宁晋县公牛充电桩双艺快充站,张立波,fa:2a:8e:3b:da:a9," 898607B11924C0335410",1号桩,168.55.0.21,160kw/1-4
湖塘桥160KW快充站,江苏省,宿迁市,沭阳县,塘沟镇官塘路与周胡线交叉口（湖塘桥党群服务中心）,刘召美,ea:79:fb:f0:66:78," 898608331924D0855041",1号桩,168.55.0.57,160kw/1-4
临工东辽安恕镇站,吉林省,辽源市,东辽县,安恕镇,赵世震,6a:db:c8:70:75:6c," 898608331924D0855880",1号桩,168.55.1.12,320kw
江苏苏州锦澜颐和雅苑站,江苏省,苏州市,吴江区,盛泽镇澜溪二路1616号,殷昊,4a:62:b6:c6:c3:d8," 898608331924D0854944",1号桩,168.55.0.239,160kw/1-4
明澜出行宝鸡阳平星衡充电站(通达建材）,陕西省,宝鸡市,陈仓区,西宝中线与惠泉路交叉口东220米金森制药,李一睿,d2:a1:f6:f9:55:63," 898608331924D0853955",1号桩,168.55.6.29,160kw/1-4
全州西高速口领充充电站,广西壮族自治区,桂林市,全州县,全州镇322国道全州西收费站旁,蓝汝唯,9e:fb:d8:aa:8c:71," 898608331924D0855120",1号桩,168.55.4.144,160kw/1-4
新安能源吐鲁番锦尚酒店充电站,新疆维吾尔自治区,吐鲁番市,高昌区,锦尚酒店停车场,赵民章,ba:40:34:1b:2b:b3," 898607B11924C0335424",1号桩,168.55.2.162,160kw/1-4
大连瓦房店复州城米诺披萨,辽宁省,大连市,瓦房店市,复洲城米诺披萨,赵世震,a2:ba:de:92:da:64," 898604F7192392297273",4号桩,168.55.2.214,160kw/1-4
长城新能源充电站,辽宁省,朝阳市,朝阳县,六家子镇六家子村,赵世震,c6:ba:d6:ab:4b:25," 898607B11924C0333603",1号桩,168.55.2.56,160kw/1-4
日喀则和平机场新能源汽车充电站,西藏自治区,日喀则市,桑珠孜区,日喀则和平机场新能源汽车充电站,杨明,4a:24:32:b0:10:0f," 898607B11924C0334097",1号桩,168.55.3.103,160kw/1-4
公牛充电桩金玉充电站,四川省,成都市,简阳市,公牛充电桩金玉充电站,罗元霖,6e:25:b8:95:e7:94," 898607B11924C0334932",1号桩,168.55.3.225,160kw/1-4
中安共创郑州上街时代广场充电站 ,河南省,郑州市,上街区,郑州市上街区时代广场,姬铭阳,d6:ca:0c:ec:75:54," 89860440192390023605",1号桩,168.55.4.151,160kw/1-4
山西晋城大阳煤矿大车队充电站,山西省,晋城市,泽州县,大阳镇香山村,王文忠,0e:d5:ed:63:6c:9f," 898604F7192392293632",1号桩,168.55.0.247,320kw
公牛河南省许昌市长葛市腾基集中式快速充电站,河南省,许昌市,长葛市,河南省许昌市长葛市腾基集中式快速充电站,姬铭阳,1e:06:9a:e1:4f:5a," 898607B11924C0333598",1号桩,168.55.1.53,160kw/1-4
派捷充电站,辽宁省,抚顺市,望花区,田屯街道马家饭庄,赵世震,ca:dd:06:aa:aa:a4," 898608331924D0854851",1号桩,168.55.3.215,320kw
派捷充电站,辽宁省,抚顺市,望花区,田屯街道马家饭庄,赵世震,e2:c4:d2:3c:c6:b5," 898608331924D0854850",5号桩,168.55.0.186,320kw
派捷充电站,辽宁省,抚顺市,望花区,田屯街道马家饭庄,赵世震,7e:b6:52:80:98:b5," 898608331924D0854849",3号桩,168.55.6.102,320kw
派捷充电站,辽宁省,抚顺市,望花区,田屯街道马家饭庄,赵世震,9a:aa:b4:93:b5:59," 898608331924D0856189",4号桩,168.55.4.121,320kw
派捷充电站,辽宁省,抚顺市,望花区,田屯街道马家饭庄,赵世震,16:97:55:63:92:aa," 898608331924D0855020",2号桩,168.55.2.185,320kw
睿趣南漳老街村充电站,湖北省,襄阳市,南漳县,武安镇老街村,何东山,8a:47:2d:7f:33:01," 89860440192390023480",1号桩,168.55.1.196,160kw/1-4
饭点充电大中家园站,江苏省,盐城市,大丰区,大中街道,殷昊,76:b9:58:c0:f8:1c," 89860440192390023382",1号桩,168.55.1.177,160kw/1-4
周至广济四中充电站（广济镇永红村五组充电站）,陕西省,西安市,周至县,广济镇永红村五组充电站,李一睿,0a:89:d4:16:06:ff," 898604F7192392295861",1号桩,168.55.5.76,120kw
山东省威海市文登区天沐温泉充电站,山东省,威海市,文登区,山东省威海市文登区张家产镇邹家床村,王祥宇,9e:57:96:79:66:6e," 898607B11924C0334081",1号桩,168.55.1.19,160kw/1-4
黑龙江省恩昊法检鉴定服务有限公司充电站,黑龙江省,哈尔滨市,南岗区,七政街道七政街60-4号,赵世震,f6:90:95:cb:d5:c0," 898604F7192392293397",1号桩,168.55.0.115,160kw/1-4
河北省邢台市南和区春临充电站,河北省,邢台市,,河北省邢台市南和区春临充电站,张立波,ee:6b:9a:8f:c9:1d," 898608331924D0854966",1号桩,168.55.2.156,160kw/1-4
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,b6:44:b5:2c:25:54," 89860440192390023729",6号桩,168.55.2.135,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,8e:c1:fe:46:21:d6," 89860440192390023732",7号桩,168.55.4.138,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,2e:66:8f:1b:1d:35," 89860440192390023731",8号桩,168.55.0.223,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,ea:0f:b4:25:49:55,,9号桩,168.55.1.114,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,aa:9c:1c:70:3c:3c," 89860440192390023730",10号桩,168.55.1.64,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,e2:e1:1c:69:92:5a," 898608331924D0854376",3号桩,168.55.0.23,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,66:75:bf:f3:b7:cd," 898608331924D0854388",5号桩,168.55.4.211,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,5e:91:00:c3:02:c0," 898608331924D0854149",4号桩,168.55.0.203,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,a2:8e:c9:c7:66:6b," 898608331924D0854363",1号桩,168.55.5.134,320kw
奔成鸿基焦化重卡充电站,新疆维吾尔自治区,昌吉回族自治州,阜康市,阜康鸿基焦化公司院内,赵民章,b6:44:b5:2c:25:54," 89860440192390023729",2号桩,168.55.2.135,320kw
山西太原特之星充电站,山西省,太原市,小店区,小店区小北格村辛村街,王文忠,d2:ab:b5:67:01:0d," 898608331924D0855006",0号桩,168.55.4.84,160kw/1-4
山西太原特之星充电站,山西省,太原市,小店区,小店区小北格村辛村街,王文忠,62:ef:9e:f3:72:6a," 898608331924D0854972",0号桩,168.55.4.198,160kw/1-4
公牛充电桩冉堌吴棉厂对面汽车充电站,山东省,菏泽市,定陶区,冉堌镇五棉厂对面(众馨医院西邻),王祥宇,2a:3f:f2:6d:75:29," 89860440192390023741",1号桩,168.55.0.135,160kw/1-4
华业城酒店领充充电站,广西壮族自治区,防城港市,防城区,防钦路528号,蓝汝唯,ee:47:0d:43:6a:3f," 898607B11924C0334183",1号桩,168.55.0.105,160kw/1-4
芜湖四褐山小区充电站,安徽省,芜湖市,鸠江区,四褐山小区西门停车场,周超,36:fc:27:32:b6:38," 898608331924D0854964",1号桩,168.55.3.193,160kw/1-4
芦村镇南街公牛160kW超级快充站,安徽省,阜阳市,界首市,芦村镇人民政府向西20米路南公牛160kw超级快充站,周超,0e:7f:2a:55:b4:aa," 898607B11924C0333612",1号桩,168.55.5.83,160kw/1-4
沭阳华集小区160kw快充站,江苏省,宿迁市,沭阳县,胡集华集段（中国石化华集加油站）,刘召美,3a:fb:b3:ad:6a:eb," 898604F7192392295947",1号桩,168.55.1.24,160kw/1-4
公牛安全充电站-固原三营站,宁夏回族自治区,固原市,原州区,公牛安全充电站-固原三营站,赵家良,16:23:da:0e:32:1e," 898608331924D0856896",1号桩,168.55.0.161,160kw/1-4
常州华瀛物流400KW,江苏省,常州市,新北区,江苏省常州市新北区G346与滨江一路交叉路口往东北约110米,殷昊,52:47:61:b3:81:57," 898607B11924C0337883",1号桩,168.55.1.119,400kw
山西晋中新星直流充电站,山西省,晋中市,榆次区,修文镇陈胡村916县道路北,王文忠,0a:c6:75:a7:7e:8e," 898608331924D0854147",1号桩,168.55.2.11,160kw/1-4
鑫牛合川清坪中微汽车充电站,重庆市,县,合川区,清平镇中微大道666号,潘琪,ea:85:9f:95:52:52," 898608331924D0854439",1号桩,168.55.3.66,160kw/1-4
太和县肖口镇瑶海家具公牛充电站,安徽省,阜阳市,太和县,肖口镇肖口村太临路瑶海家具专卖店,周超,1a:03:83:b6:7e:38," 898607B11924C0334832",1号桩,168.55.2.101,160kw/1-4
浙江省金华市义乌江东观澜快充站,浙江省,金华市,义乌市,浙江省金华市义乌江东观澜快充站,向晓东,66:33:32:1f:8c:70," 898608331924D0854718",2号桩,168.55.4.192,160kw/1-4
浙江省金华市义乌江东观澜快充站,浙江省,金华市,义乌市,浙江省金华市义乌江东观澜快充站,向晓东,26:3f:f0:29:6a:99," 898608331924D0854728",3号桩,168.55.5.205,160kw/1-4
浙江省金华市义乌江东观澜快充站,浙江省,金华市,义乌市,浙江省金华市义乌江东观澜快充站,向晓东,16:63:2d:19:8f:b5," 898608331924D0854515",1号桩,168.55.1.80,160kw/1-4
湖北恩施澜庭酒店充电站,湖北省,恩施土家族苗族自治州,宣恩县,宣恩县珠山镇七里桥二组88号3栋1-7楼,何东山,82:d4:a9:93:4d:a9," 898608331924D0855058",1号桩,168.55.0.128,160kw/1-4
富海新能源充电站,内蒙古自治区,鄂尔多斯市,鄂托克前旗,尚东大道骐骥换电,梁燕波,c6:3e:be:95:3c:3e," 898607B11924C0334676",1号桩,168.55.1.23,320kw
富海新能源充电站,内蒙古自治区,鄂尔多斯市,鄂托克前旗,尚东大道骐骥换电,梁燕波,7a:42:03:0f:03:33," 898607B11924C0336909",2号桩,168.55.3.46,320kw
富海新能源充电站,内蒙古自治区,鄂尔多斯市,鄂托克前旗,尚东大道骐骥换电,梁燕波,22:27:65:db:36:3e," 898607B11924C0336910",3号桩,168.55.3.202,320kw
宁波创宏充电站,浙江省,宁波市,慈溪市,宁波科业电子有限公司南路（秦横路）,向晓东,12:5d:51:67:1f:07," 898607B11924C0334908",0号桩,168.55.0.101,160kw/1-4
江阴徐霞客鑫茂悦园快充站,江苏省,无锡市,江阴市,江阴市游圣路霞客苑南侧约260米,殷昊,42:20:07:ee:3f:02," 89860440192390023490",1号桩,168.55.4.166,160kw/1-4
江阴徐霞客鑫茂悦园快充站,江苏省,无锡市,江阴市,江阴市游圣路霞客苑南侧约260米,殷昊,d2:c7:d5:cc:4e:60," 89860440192390023499",0号桩,168.55.0.54,160kw/1-4
博白永安镇领充超充站,广西壮族自治区,玉林市,博白县,永安镇415县道,蓝汝唯,f6:03:ab:b5:66:95," 898608331924D0854729",1号桩,168.55.1.106,160kw/1-4
射洪市城西蜀安汽修厂便民充电站,四川省,遂宁市,,射洪市城西蜀安汽修厂便民充电站,廖洋,4e:5b:24:87:63:8c," 89860440192390023610",1号桩,168.55.2.55,160kw/1-4
射洪市城西蜀安汽修厂便民充电站,四川省,遂宁市,,射洪市城西蜀安汽修厂便民充电站,廖洋,be:1b:da:c7:e4:b4," 89860440192390023611",2号桩,168.55.4.47,160kw/1-4
明澜出行兰州希悦优品酒店祺能充电站,甘肃省,兰州市,榆中县,兰州希悦优品酒店停车场,陈为,de:be:c8:6c:13:0d," 898607B11924C0334181",0号桩,168.55.0.142,160kw/1-4
明澜出行宝鸡新兴铺桥星衡充电站 ,陕西省,宝鸡市,渭滨区,陕西,李一睿,ba:64:2a:36:da:aa," 898608331924D0854461",1号桩,168.55.6.63,160kw/1-4
舟山桃花文化站（FT120kw）,浙江省,舟山市,定海区,舟山桃花文化站（120kw）,谢小刚,b2:00:30:36:b4:f8," 898607B11924C0335304",1号桩,168.55.4.156,120kw
公牛安全充电桩大朱曹社区站,山东省,日照市,岚山区,鲁班大道聚源地磅内,王祥宇,56:1f:fc:ff:cc:f1," 89860440192390023351",123214号桩,168.55.0.168,160kw/1-4
兴化市兴东镇牛陆庄村特来电充电站,江苏省,泰州市,兴化市,兴东镇牛陆庄村特来电充电站,殷昊,c2:9f:e7:f8:25:f8," 898608331924D0854541",1号桩,168.55.4.164,160kw/1-4
浙江省嘉兴市平湖市云居新仓中华村,浙江省,嘉兴市,南湖区,云居新仓中华村,包拯,c6:b8:40:4f:58:9b," 898607B11924C0335417",1号桩,168.55.0.77,160kw/1-4
山东省滨州市博兴县永兴充电站,山东省,滨州市,博兴县,山东省滨州市博兴县永兴充电站,王祥宇,ba:d8:00:18:89:aa," 898608331924D0856631",1号桩,168.55.5.49,160kw/1-4
铜陵县五松镇庙冲充电站,安徽省,铜陵市,郊区,铜陵县五松镇庙冲五松山大道与002县道路口东南659米,周超,be:67:00:80:fe:ac," 898604F7192392293396",1号桩,168.55.3.30,160kw/1-4
明澜出行宝鸡马鞍山村村民委员会充电站,陕西省,宝鸡市,陈仓区,明澜出行宝鸡马鞍山村村民委员会充电站,李一睿,be:ac:72:aa:85:13," 898608331924D0857562",1号桩,168.55.5.216,160kw/1-4
中国铁塔云南大理巍山南诏重卡充电站,云南省,大理白族自治州,巍山彝族回族自治县,云南省大理白族自治州巍山彝族回族自治县南诏镇红河源南路,尹文泽,32:44:96:36:83:39," 898607B11924C0334815",5号桩,168.55.3.187,400kw
中国铁塔云南大理巍山南诏重卡充电站,云南省,大理白族自治州,巍山彝族回族自治县,云南省大理白族自治州巍山彝族回族自治县南诏镇红河源南路,尹文泽,06:9a:9f:6a:52:9f," 898607B11924C0338618",3号桩,168.55.0.108,400kw
中国铁塔云南大理巍山南诏重卡充电站,云南省,大理白族自治州,巍山彝族回族自治县,云南省大理白族自治州巍山彝族回族自治县南诏镇红河源南路,尹文泽,6a:22:04:fe:4d:98," 898607B11924C0338699",2号桩,168.55.0.88,400kw
中国铁塔云南大理巍山南诏重卡充电站,云南省,大理白族自治州,巍山彝族回族自治县,云南省大理白族自治州巍山彝族回族自治县南诏镇红河源南路,尹文泽,de:76:3e:a7:37:b4," 898607B11924C0338640",4号桩,168.55.2.200,400kw
